,Nome,Sexo,CPF,Idade,Email,Nota Enem,CRA2,CRA4,CRA6,Abandonou,Semestre Abandonou
765,Diogo Dias,Masculino,780.126.359-68,27,xsilveira@example.net,653,7.98,6.08,9.82,False,
766,Heitor Correia,Masculino,416.807.352-17,26,nicolebarros@example.net,666,6.69,7.53,7.42,False,
767,Lorena Viana,Feminino,463.287.910-03,20,zgomes@example.org,653,5.08,5.74,6.74,False,
768,João Pedro Aragão,Masculino,084.257.169-85,27,raularagao@example.net,673,8.6,6.44,8.19,False,
769,Ana Laura Nunes,Feminino,873.201.964-50,20,goncalvesalicia@example.org,794,5.08,7.28,,True,5.0
770,Juliana Fernandes,Feminino,051.624.397-70,27,alicebarros@example.org,713,6.89,7.06,9.17,False,
771,Davi Lucca Farias,Masculino,651.703.824-80,24,npereira@example.com,651,5.2,7.47,,True,6.0
772,Matheus Silva,Masculino,218.709.465-02,18,ucostela@example.org,761,6.15,,,True,3.0
773,Maria Sophia Azevedo,Feminino,148.293.506-60,20,mfogaca@example.org,643,6.1,7.19,8.87,False,
774,Catarina Peixoto,Feminino,982.065.437-83,21,livia03@example.com,714,9.01,7.91,,True,6.0
775,Leandro Freitas,Masculino,193.725.406-25,27,nathanazevedo@example.org,676,5.27,5.05,6.04,False,
776,Gustavo Henrique Correia,Masculino,683.145.097-01,24,joana88@example.net,767,5.07,9.16,6.17,False,
777,Vitor Hugo Farias,Masculino,402.359.871-23,23,cda-costa@example.com,677,7.16,8.77,7.62,False,
778,Vitória Barros,Feminino,142.938.657-64,23,ana-livia58@example.org,643,5.21,8.54,9.41,False,
779,Maria Luiza Porto,Feminino,946.182.375-46,28,gabriellybarbosa@example.com,693,,,,True,2.0
780,Isabella Santos,Feminino,657.032.481-08,19,ana-liviaaragao@example.org,695,7.35,5.55,,True,6.0
781,Bruno Nogueira,Masculino,628.170.435-53,22,davi-luiz40@example.net,724,9.97,8.29,8.41,False,
782,Davi Lucca Teixeira,Masculino,018.726.549-67,25,saleslorena@example.net,747,9.81,5.87,6.59,False,
783,Sr. Lucca Mendes,Masculino,036.497.582-29,21,diegomonteiro@example.net,755,6.79,7.35,5.79,False,
784,Matheus das Neves,Masculino,493.782.651-46,23,emanuellagoncalves@example.org,727,9.33,6.39,9.1,False,
785,Cauã Freitas,Masculino,803.916.245-98,24,sophie75@example.com,650,6.09,9.91,8.97,False,
786,Ana Clara Peixoto,Feminino,341.870.925-79,27,pietro11@example.net,654,7.6,,,True,3.0
787,Rafael Costa,Masculino,620.813.479-03,19,breno91@example.net,789,6.52,,,True,4.0
788,Sr. Leandro Rocha,Masculino,285.374.096-00,21,joao-pedrorocha@example.com,667,7.73,7.62,6.59,False,
789,Samuel Vieira,Masculino,896.025.714-11,25,zteixeira@example.com,731,8.1,5.24,8.0,False,
790,Otávio Melo,Masculino,618.790.542-30,27,theomoura@example.net,775,6.29,,,True,3.0
791,Thales Novaes,Masculino,640.387.291-50,20,luiz-otaviolopes@example.org,768,9.53,7.18,8.1,False,
792,Thiago Cardoso,Masculino,429.680.531-24,26,lorenzo11@example.net,654,7.71,9.35,7.8,False,
793,Valentina da Rocha,Feminino,561.342.097-16,22,eribeiro@example.net,677,5.2,5.3,9.44,False,
794,Maria Eduarda Campos,Feminino,246.189.350-06,20,anthonybarros@example.net,740,6.5,8.59,7.99,False,
795,Brenda Carvalho,Feminino,736.408.915-20,21,lnogueira@example.net,800,7.32,9.74,6.96,False,
796,Luiz Gustavo Fogaça,Masculino,216.485.709-76,22,jferreira@example.org,774,7.23,6.47,8.16,False,
797,Yuri Silveira,Masculino,634.812.509-24,25,silveiratheo@example.net,681,9.84,9.12,,True,5.0
798,Alícia da Luz,Feminino,380.542.169-98,26,goncalvesrafael@example.org,658,5.24,6.28,7.87,False,
799,Yuri Nunes,Masculino,605.971.238-02,23,dda-paz@example.net,775,7.22,6.42,7.96,False,
800,Dr. Paulo Pereira,Masculino,149.082.635-15,22,cavalcantiana-beatriz@example.org,719,8.55,9.67,9.52,False,
801,Vitor Hugo Jesus,Masculino,584.903.216-98,24,isabella05@example.org,784,5.89,7.25,,True,6.0
802,Mariane da Rosa,Feminino,852.367.490-00,27,ana81@example.org,678,7.46,,,True,3.0
803,Daniel Pereira,Masculino,019.645.837-48,20,rda-cunha@example.net,726,5.09,,,True,3.0
804,Vitor Hugo Gonçalves,Masculino,798.013.642-03,27,diegocaldeira@example.net,787,8.39,7.1,6.34,False,
805,Luiz Gustavo Moreira,Masculino,716.304.928-50,18,moraesvitor-gabriel@example.org,714,9.46,,,True,4.0
806,Agatha da Rosa,Feminino,536.274.190-06,28,kevin39@example.org,696,7.62,6.46,,True,5.0
807,Lara Peixoto,Feminino,136.497.280-87,27,stephanymoraes@example.com,716,7.22,9.78,5.49,False,
808,Cauã Almeida,Masculino,276.309.581-02,21,gabriellygomes@example.com,721,6.34,6.82,6.3,False,
809,Emanuella Freitas,Feminino,789.106.325-77,25,maria-sophia07@example.com,684,6.78,6.19,5.69,False,
810,Dr. Joaquim Cardoso,Masculino,375.069.218-12,18,henrique30@example.org,695,9.72,9.97,8.11,False,
811,Juan Silveira,Masculino,769.018.352-21,24,cardosoisabel@example.org,793,5.09,9.85,5.05,False,
812,Mirella Rodrigues,Feminino,745.981.623-09,21,bruna09@example.org,694,5.54,7.21,8.37,False,
813,Milena Cavalcanti,Feminino,132.795.084-79,22,caragao@example.org,700,7.29,9.97,9.78,False,
814,João Pedro Fernandes,Masculino,914.586.207-94,25,clarice20@example.com,711,9.5,9.58,8.02,False,
815,Lívia da Paz,Feminino,984.130.267-50,25,pietrada-cunha@example.com,759,,,,True,1.0
816,Alexia Azevedo,Feminino,978.205.634-00,27,mbarbosa@example.net,767,9.85,9.52,9.13,False,
817,Brenda Almeida,Feminino,134.965.820-06,24,rodriguesmaysa@example.com,765,5.16,8.15,9.84,False,
818,Ana Júlia Pinto,Feminino,395.214.607-25,20,da-cruzleandro@example.net,773,6.63,6.49,7.28,False,
819,Sr. Francisco Nogueira,Masculino,043.978.216-31,28,clara47@example.net,734,7.54,,,True,3.0
820,Eloah Lopes,Feminino,867.239.415-19,26,zaraujo@example.org,777,9.92,5.82,6.16,False,
821,Sabrina Ribeiro,Feminino,473.108.592-60,20,ycampos@example.org,751,,,,True,1.0
822,Lucas Gabriel da Cunha,Masculino,721.936.450-43,24,rmoraes@example.net,732,7.56,6.69,7.22,False,
823,Alana Costa,Feminino,094.367.285-65,23,qcostela@example.org,796,6.9,9.81,6.57,False,
824,Luiz Otávio Fernandes,Masculino,341.962.750-52,28,brunocosta@example.org,703,8.18,6.1,6.73,False,
825,Maria Vitória Melo,Feminino,184.725.309-14,18,alvespietra@example.org,778,8.03,9.75,7.38,False,
826,Esther da Costa,Feminino,317.495.026-07,28,catarinacostela@example.com,769,8.02,8.34,8.13,False,
827,Bianca Fernandes,Feminino,281.709.435-23,24,maria-sophia01@example.com,715,5.47,5.26,7.76,False,
828,Sra. Alana da Mota,Feminino,845.193.027-14,18,barrosjuliana@example.com,762,5.17,8.04,6.48,False,
829,Evelyn Fernandes,Feminino,458.306.279-65,20,pietro36@example.com,652,,,,True,2.0
830,Dr. Luiz Henrique Castro,Masculino,073.254.689-38,18,zcaldeira@example.net,671,7.35,7.12,7.52,False,
831,Sr. Fernando Rocha,Masculino,136.895.402-24,23,wmoreira@example.com,687,5.62,8.04,6.1,False,
832,Gabrielly Nascimento,Feminino,830.697.451-48,26,rezendeian@example.com,794,5.64,7.69,9.66,False,
833,Benjamin Pinto,Masculino,140.576.928-94,19,felipecardoso@example.org,682,5.44,6.97,7.03,False,
834,Davi Moura,Masculino,645.071.298-85,26,marcos-vinicius16@example.com,661,5.29,5.47,6.96,False,
835,Henrique Jesus,Masculino,623.815.470-53,26,camila43@example.org,719,,,,True,2.0
836,Renan Souza,Masculino,761.924.038-13,24,da-pazbenjamin@example.org,746,6.92,7.78,9.42,False,
837,Dra. Júlia Rodrigues,Feminino,786.149.235-46,26,pietracampos@example.com,667,8.72,6.75,5.12,False,
838,Sr. Davi Freitas,Masculino,960.247.158-11,26,stephanysales@example.com,675,6.03,,,True,3.0
839,Stella Araújo,Feminino,541.237.960-52,18,jcampos@example.net,800,8.04,7.64,9.95,False,
840,Giovanna Martins,Feminino,073.694.825-29,26,znogueira@example.com,745,8.91,5.08,8.48,False,
841,Nicole Nunes,Feminino,981.357.420-88,22,jmonteiro@example.org,674,8.94,7.69,7.33,False,
842,Kaique Silva,Masculino,482.756.190-76,27,ramosana-vitoria@example.com,698,7.62,7.55,,True,5.0
843,Natália Fogaça,Feminino,821.736.594-64,23,nunesana-julia@example.net,702,6.75,6.94,5.33,False,
844,Bruno Cunha,Masculino,706.135.294-99,22,miguelpires@example.com,678,6.27,9.39,9.72,False,
845,Srta. Rafaela Jesus,Feminino,921.380.674-40,20,melissanovaes@example.net,716,7.2,9.2,5.85,False,
846,Bryan das Neves,Masculino,032.961.845-89,23,ana-carolinada-cruz@example.org,695,8.22,6.66,8.37,False,
847,Emilly Barros,Feminino,237.640.895-47,22,enzo91@example.com,701,5.11,9.55,9.08,False,
848,Renan Sales,Masculino,815.420.763-07,25,zcampos@example.org,673,8.38,6.43,5.54,False,
849,Breno Monteiro,Masculino,540.362.719-70,28,davi-luccaoliveira@example.net,662,9.97,8.23,,True,5.0
850,Marcos Vinicius Gonçalves,Masculino,286.710.953-12,19,jesusbenjamin@example.net,715,8.69,6.24,6.38,False,
851,Arthur Moraes,Masculino,643.510.872-26,18,pedro-miguel77@example.com,676,7.46,5.82,8.54,False,
852,Natália Peixoto,Feminino,579.341.602-16,26,pauloviana@example.org,673,5.61,7.88,7.25,False,
853,Ana Clara Ribeiro,Feminino,192.056.438-15,18,saleslara@example.org,779,7.42,8.78,8.0,False,
854,Maria Eduarda Rocha,Feminino,316.250.879-77,22,pietrada-rocha@example.com,643,7.69,5.93,6.98,False,
855,Srta. Kamilly Gomes,Feminino,594.703.812-97,24,lopesjoao-pedro@example.org,784,9.13,5.51,,True,6.0
856,Yago Sales,Masculino,087.149.362-40,22,barrosheitor@example.net,750,5.15,9.81,6.37,False,
857,Luiz Henrique Azevedo,Masculino,026.983.574-10,23,yuri19@example.net,766,6.66,6.83,,True,6.0
858,Gabriel Santos,Masculino,413.627.598-64,26,luigi21@example.net,680,5.59,6.97,5.22,False,
859,Luigi Cardoso,Masculino,517.243.690-16,21,heloisateixeira@example.org,788,8.35,7.37,5.95,False,
860,Nina Dias,Feminino,803.264.715-53,27,cazevedo@example.org,716,6.94,8.48,6.65,False,
861,Luana Sales,Feminino,912.875.034-97,27,vitor-hugo44@example.net,640,6.04,5.54,,True,5.0
862,João Felipe Correia,Masculino,012.649.758-30,28,alice85@example.net,657,6.28,8.87,8.58,False,
863,Melissa Viana,Feminino,756.940.281-20,24,nramos@example.org,748,9.01,6.83,5.7,False,
864,Rafael Costela,Masculino,362.140.957-25,23,tda-conceicao@example.org,697,,,,True,1.0
865,Cauã Castro,Masculino,081.572.439-04,28,slima@example.com,646,8.86,6.27,9.94,False,
866,Pedro Henrique Viana,Masculino,394.206.857-56,21,gmoura@example.com,728,6.94,9.24,8.82,False,
867,Maria Cecília Melo,Feminino,905.128.437-32,28,jcavalcanti@example.org,788,5.9,5.06,6.25,False,
868,Otávio Caldeira,Masculino,053.169.784-39,21,gabriellyramos@example.net,661,7.18,6.45,,True,5.0
869,Maria Lima,Feminino,907.248.531-97,28,henrique92@example.net,747,7.53,9.91,7.57,False,
870,Carolina Duarte,Feminino,693.704.281-78,19,gabriellyfreitas@example.net,745,,,,True,1.0
871,Sra. Isadora Araújo,Feminino,607.849.251-94,24,gramos@example.net,646,8.42,,,True,4.0
872,Arthur Azevedo,Masculino,321.065.948-60,20,arthurmonteiro@example.net,776,5.41,,,True,4.0
873,Pietro Castro,Masculino,359.420.816-89,22,dda-rosa@example.org,676,9.0,9.73,7.31,False,
874,Luigi Nogueira,Masculino,309.145.278-60,23,asantos@example.com,694,5.72,,,True,4.0
875,João Mendes,Masculino,142.563.089-89,27,da-pazantonio@example.org,669,7.83,9.16,9.99,False,
876,Daniel da Rocha,Masculino,749.532.680-83,20,ana47@example.net,695,7.89,6.01,9.62,False,
877,Bruno da Conceição,Masculino,793.560.841-57,28,martinspedro-henrique@example.org,745,,,,True,2.0
878,Calebe das Neves,Masculino,301.829.564-15,22,laura01@example.net,759,9.17,9.26,5.33,False,
879,Sabrina Duarte,Feminino,210.783.495-41,21,viniciusda-mata@example.org,791,7.96,6.74,7.47,False,
880,Marcos Vinicius Campos,Masculino,047.382.951-79,18,cunhamelissa@example.com,705,5.1,9.96,8.74,False,
881,Arthur Campos,Masculino,710.893.265-21,24,azevedosamuel@example.net,691,,,,True,1.0
882,Joaquim Lima,Masculino,738.429.056-29,20,vgoncalves@example.org,688,5.53,8.86,7.95,False,
883,Maria Vitória da Costa,Feminino,590.168.473-75,25,pintofrancisco@example.org,725,6.17,6.59,9.14,False,
884,Sofia Nogueira,Feminino,894.526.710-76,22,ida-cunha@example.org,794,,,,True,1.0
885,Lucca das Neves,Masculino,168.420.735-53,21,maria-cecilia62@example.com,685,5.67,5.8,8.5,False,
886,Dr. João Guilherme Pereira,Masculino,941.620.738-13,26,joao-lucasdas-neves@example.com,681,5.62,5.69,7.66,False,
887,Helena Farias,Feminino,835.724.109-32,21,ununes@example.com,729,,,,True,1.0
888,Antônio da Mata,Masculino,052.497.168-49,25,da-luzlara@example.net,641,7.93,7.29,9.58,False,
889,Samuel Cavalcanti,Masculino,632.879.041-40,20,calebemelo@example.net,784,8.48,6.92,7.04,False,
890,Dr. Luiz Miguel Sales,Masculino,479.528.160-20,21,nataliada-rosa@example.net,684,9.19,8.2,9.47,False,
891,Erick Porto,Masculino,210.384.769-50,28,yda-mata@example.org,778,6.28,6.88,8.55,False,
892,Gabriela da Luz,Feminino,634.521.079-06,20,melissa56@example.com,652,5.67,8.98,9.92,False,
893,Dr. Heitor Rodrigues,Masculino,154.072.698-30,18,mrezende@example.org,736,9.79,6.78,5.57,False,
894,Benício Dias,Masculino,627.593.410-70,27,stelladuarte@example.net,761,6.22,5.94,8.9,False,
895,Sophie Barros,Feminino,590.327.184-79,27,costanatalia@example.net,660,8.11,9.36,8.83,False,
896,Samuel Dias,Masculino,459.273.801-23,21,maiteda-luz@example.org,799,8.41,,,True,3.0
897,Felipe Duarte,Masculino,170.459.683-10,24,hsilva@example.com,771,6.26,8.82,8.87,False,
898,Ana Vitória Jesus,Feminino,469.781.325-19,20,mirella32@example.com,736,6.92,6.7,8.97,False,
899,Diogo Carvalho,Masculino,201.645.398-24,19,catarina54@example.org,789,9.59,7.93,9.8,False,
900,Mariane Azevedo,Feminino,451.097.862-67,27,araujoian@example.com,743,7.24,9.14,9.17,False,
901,Carolina Correia,Feminino,513.069.428-70,26,danielgoncalves@example.org,785,9.35,7.08,8.72,False,
902,Sr. Igor Pires,Masculino,590.423.867-38,28,gabriel80@example.org,764,7.14,6.37,7.69,False,
903,Arthur Ribeiro,Masculino,402.561.938-51,23,castroandre@example.org,794,5.2,8.23,9.19,False,
904,Elisa Silva,Feminino,613.945.208-24,20,mirella11@example.net,665,9.19,8.55,7.84,False,
905,Sr. Murilo Lima,Masculino,379.621.480-04,26,da-cunhatheo@example.com,703,6.36,9.41,5.06,False,
906,Davi Luiz da Mata,Masculino,153.962.807-86,18,duartejoao@example.net,743,9.54,6.26,7.58,False,
907,Ana Vitória Campos,Feminino,461.037.259-25,22,goncalvesmarcela@example.com,765,6.36,9.43,6.09,False,
908,Sr. Renan Azevedo,Masculino,635.891.724-28,21,da-cunhaalexandre@example.com,677,7.73,7.08,7.02,False,
909,Dra. Manuela Aragão,Feminino,673.904.518-66,20,uvieira@example.net,654,5.17,8.5,7.22,False,
910,Natália Santos,Feminino,973.842.516-64,21,souzajoao@example.org,650,6.75,5.28,,True,5.0
911,André da Luz,Masculino,024.617.958-94,25,vfarias@example.net,653,5.85,6.51,,True,5.0
912,Juan Barros,Masculino,240.581.369-60,22,trezende@example.com,704,5.18,9.28,7.95,False,
913,Mariane Cunha,Feminino,042.961.583-33,25,castrohelena@example.com,741,7.89,,,True,3.0
914,Sr. João Miguel Monteiro,Masculino,456.703.198-93,24,da-rosasabrina@example.com,768,6.8,5.92,7.12,False,
915,Dr. Joaquim Nascimento,Masculino,071.269.584-20,24,nascimentopaulo@example.org,730,6.82,6.71,9.82,False,
916,João Lucas Azevedo,Masculino,506.137.892-02,19,barrosnatalia@example.com,756,5.59,,,True,3.0
917,Laura Cunha,Feminino,145.273.890-41,25,stephany58@example.com,709,8.32,9.66,5.1,False,
918,Danilo Souza,Masculino,648.025.397-38,21,renannogueira@example.net,798,6.51,8.87,6.46,False,
919,Thiago Alves,Masculino,947.152.380-04,21,gomeslucca@example.org,730,5.44,7.67,8.14,False,
920,Danilo Carvalho,Masculino,382.750.491-05,25,aragaoanthony@example.net,650,9.46,,,True,4.0
921,Heitor Barbosa,Masculino,350.149.726-16,19,pedroda-cunha@example.com,705,7.02,9.81,6.96,False,
922,Maria Cecília Moreira,Feminino,216.948.530-98,27,oliviada-cruz@example.net,696,5.33,6.17,5.56,False,
923,Ana Carolina Peixoto,Feminino,586.214.703-90,21,silveiraemanuella@example.net,727,5.6,6.14,7.55,False,
924,Luiz Felipe Oliveira,Masculino,862.917.450-11,19,otavio05@example.net,697,8.54,7.91,5.04,False,
925,Sra. Ana Carolina Pinto,Feminino,685.321.407-26,22,costelajoaquim@example.org,693,5.27,8.83,9.84,False,
926,Emanuella Jesus,Feminino,185.097.634-10,24,zda-paz@example.net,699,8.01,9.28,8.66,False,
927,Gustavo Henrique Novaes,Masculino,609.871.425-85,21,costasofia@example.org,648,6.01,5.02,8.34,False,
928,Samuel Pereira,Masculino,304.197.865-20,21,heitor94@example.com,788,8.19,9.84,9.82,False,
929,Igor Farias,Masculino,546.917.380-10,28,ana-luiza05@example.com,748,9.78,7.81,,True,6.0
930,Maria Luiza Nunes,Feminino,852.073.961-02,27,zda-costa@example.com,695,6.2,6.36,5.78,False,
931,Julia Pinto,Feminino,197.250.368-59,20,paulo50@example.com,698,7.7,6.03,5.71,False,
932,Henrique Nunes,Masculino,086.152.439-05,20,luizapires@example.net,727,9.18,6.08,,True,5.0
933,Srta. Fernanda Nunes,Feminino,912.564.803-98,19,oliveirabruno@example.net,713,9.5,9.6,,True,6.0
934,João Pedro Jesus,Masculino,914.036.825-42,22,ana-carolina61@example.com,774,6.08,8.4,5.93,False,
935,Maria Fernanda Fernandes,Feminino,614.792.053-70,18,lorenzocosta@example.net,766,9.22,5.24,9.74,False,
936,Lucas Correia,Masculino,165.903.874-00,25,alicia71@example.com,780,8.27,5.95,8.16,False,
937,Sr. Breno Lopes,Masculino,643.851.209-51,28,joao-lucas28@example.com,697,,,,True,2.0
938,Bruno Farias,Masculino,359.172.840-32,27,carvalhoguilherme@example.net,669,7.37,8.3,,True,6.0
939,Heloísa Oliveira,Feminino,725.930.816-86,20,maria-ceciliada-luz@example.com,685,,,,True,2.0
940,Bryan Souza,Masculino,794.105.823-50,25,cardosoerick@example.net,732,8.08,5.03,7.78,False,
941,Amanda Carvalho,Feminino,465.073.928-47,20,davi86@example.net,659,6.08,5.93,6.36,False,
942,Levi da Costa,Masculino,173.259.460-07,26,rebecaaraujo@example.net,756,5.03,8.48,8.45,False,
943,Otávio Lima,Masculino,491.205.368-60,18,enzo73@example.net,791,9.39,6.8,9.52,False,
944,Cecília Nogueira,Feminino,534.086.972-56,28,mendescaua@example.net,796,6.85,9.29,8.54,False,
945,Enzo Fogaça,Masculino,701.952.846-58,20,correiaevelyn@example.org,713,9.64,9.56,7.07,False,
946,Laís da Cunha,Feminino,076.419.283-31,18,gabrielly25@example.net,729,7.3,8.31,5.76,False,
947,Alana Pinto,Feminino,453.068.912-33,25,biancacunha@example.org,783,5.47,,,True,3.0
948,Kamilly Sales,Feminino,035.871.462-17,27,heloisada-rocha@example.org,743,,,,True,2.0
949,Dr. Augusto Porto,Masculino,680.539.741-39,27,davilima@example.com,781,7.5,6.27,,True,6.0
950,Mariana Monteiro,Feminino,491.736.205-99,23,ferreiralivia@example.net,661,5.19,8.63,,True,5.0
951,Anthony Costa,Masculino,709.362.518-59,24,ocorreia@example.org,751,5.21,6.12,9.83,False,
952,Camila da Rocha,Feminino,576.021.894-85,23,novaesana@example.net,798,7.15,,,True,3.0
953,Isabella Vieira,Feminino,496.872.351-28,23,wferreira@example.org,757,5.7,5.86,8.59,False,
954,Luiz Fernando Farias,Masculino,830.562.941-42,27,rezendeevelyn@example.com,702,9.27,7.07,8.71,False,
955,Danilo Moreira,Masculino,107.495.328-23,21,limamirella@example.net,714,9.36,,,True,3.0
956,Yuri Araújo,Masculino,403.756.918-39,20,laviniada-mota@example.net,702,5.48,8.68,9.25,False,
957,Otávio da Paz,Masculino,748.150.963-84,19,yfogaca@example.org,787,,,,True,2.0
958,Clarice Azevedo,Feminino,852.436.910-89,21,vcosta@example.com,745,8.16,6.66,9.03,False,
959,Dra. Sophia da Cunha,Feminino,507.492.186-49,20,mendesleticia@example.org,706,8.84,5.34,7.1,False,
960,João Gabriel Nascimento,Masculino,915.367.048-57,19,emillyviana@example.net,794,7.88,6.87,7.76,False,
961,Emanuelly Rocha,Feminino,451.793.208-79,22,gabriel87@example.org,709,5.5,6.76,5.09,False,
962,Sophie da Luz,Feminino,743.629.580-29,18,rda-rocha@example.net,723,9.23,6.25,9.64,False,
963,Beatriz da Rosa,Feminino,540.369.178-20,22,rochajoao-gabriel@example.org,776,7.7,5.77,6.13,False,
964,Dra. Kamilly Rezende,Feminino,073.651.842-80,18,luiz-otavio81@example.net,772,5.62,6.39,8.93,False,
965,Otávio Caldeira,Masculino,513.029.487-41,26,ncaldeira@example.net,704,7.07,9.07,,True,5.0
966,João Felipe Fernandes,Masculino,263.981.740-03,22,castronoah@example.com,720,9.86,5.92,7.02,False,
967,Srta. Alícia Gonçalves,Feminino,427.539.160-80,23,gmoraes@example.net,795,7.8,6.41,9.06,False,
968,Gabrielly Azevedo,Feminino,490.265.381-89,25,hgomes@example.com,642,6.24,6.33,,True,5.0
969,Dra. Manuela Teixeira,Feminino,418.637.029-03,19,lsales@example.org,756,7.04,9.33,7.86,False,
970,Vitor Hugo Cunha,Masculino,419.685.372-28,28,maria-ceciliamartins@example.org,743,7.78,5.69,5.68,False,
971,Eloah Azevedo,Feminino,067.459.832-65,23,vitor74@example.net,734,7.02,7.48,6.74,False,
972,Antônio Pires,Masculino,784.960.512-85,22,ana-julia50@example.org,798,9.76,9.19,,True,5.0
973,Beatriz Peixoto,Feminino,053.947.128-32,19,joao-miguel91@example.net,683,8.33,8.09,9.56,False,
974,Ana Vitória Rezende,Feminino,246.759.038-00,22,arthurfernandes@example.net,651,7.1,9.08,6.99,False,
975,Thomas Lopes,Masculino,693.514.028-51,25,ferreiraalexia@example.org,659,9.53,5.49,6.83,False,
976,Kamilly da Conceição,Feminino,429.170.586-76,22,marina98@example.com,799,8.43,,,True,4.0
977,Otávio Lopes,Masculino,485.916.273-00,18,da-cunhagiovanna@example.com,745,9.55,,,True,4.0
978,Leandro Teixeira,Masculino,570.319.468-75,18,emanuella19@example.net,656,9.27,9.62,9.52,False,
979,Sr. Cauê Gonçalves,Masculino,046.195.783-39,27,alvesana-sophia@example.net,688,8.88,7.94,7.98,False,
980,Pedro Lucas Campos,Masculino,915.632.807-95,22,theopires@example.org,781,5.01,8.72,5.58,False,
981,Mariane Castro,Feminino,053.619.827-68,23,pauloda-conceicao@example.org,769,9.28,9.36,6.38,False,
982,Julia Pereira,Feminino,528.417.936-64,23,lmelo@example.net,670,6.48,7.52,8.25,False,
983,Maria Vitória da Rosa,Feminino,974.231.650-34,18,pietra67@example.net,664,,,,True,1.0
984,Eduarda Melo,Feminino,234.965.017-07,18,salespietro@example.org,780,6.38,5.24,8.62,False,
985,Raquel Duarte,Feminino,608.345.197-39,26,ufreitas@example.net,710,,,,True,1.0
986,Natália da Rocha,Feminino,803.645.917-57,24,jcunha@example.org,655,6.01,7.69,7.62,False,
987,Yasmin Alves,Feminino,380.752.149-60,22,lmoura@example.com,744,8.34,8.95,5.99,False,
988,Luana das Neves,Feminino,537.816.420-62,18,luiz-gustavogoncalves@example.net,713,5.39,8.24,9.41,False,
989,Lucas Gabriel Silva,Masculino,534.261.078-80,26,fda-paz@example.org,697,8.79,5.44,5.91,False,
990,Dra. Alice Viana,Feminino,598.270.461-01,26,oliveirayasmin@example.net,794,5.09,7.83,6.03,False,
991,Carolina Caldeira,Feminino,593.641.082-05,19,pedro27@example.com,643,7.62,8.05,9.18,False,
992,Marcela Moreira,Feminino,538.260.471-17,20,yazevedo@example.org,684,5.24,5.59,5.15,False,
993,Vitor Hugo Porto,Masculino,056.928.731-68,27,maria-clara91@example.net,793,8.69,9.45,6.19,False,
994,Alana Cunha,Feminino,052.491.763-99,22,evelyn66@example.com,662,6.69,8.04,9.27,False,
995,Amanda Lopes,Feminino,789.541.230-23,20,igorsantos@example.com,741,9.74,7.96,8.68,False,
996,Sr. Yago Gomes,Masculino,502.416.738-44,19,luana93@example.com,645,5.73,6.32,7.2,False,
997,Alice da Conceição,Feminino,425.936.081-70,19,nataliafogaca@example.org,761,,,,True,1.0
998,Dr. Leonardo Rezende,Masculino,942.170.356-16,26,csouza@example.org,653,6.32,5.88,7.4,False,
999,Ryan Costa,Masculino,106.824.537-90,24,ccostela@example.org,735,6.3,8.78,8.84,False,
